Question,Correct Choice,Ground Truth Explanation,Generated Explanation (T5),Generated Explanation (LLaMA),Ground Truth Ratings,T5 Ratings,LLaMA Ratings,T5 Similarity,LLaMA Similarity,T5 BERTScore,LLaMA BERTScore,T5 BLEURT,LLaMA BLEURT,Kendall Tau (Ground Truth vs T5),Kendall Tau (Ground Truth vs LLaMA),Krippendorff's Alpha
"The dog ran to the front window and barked, this is because of a presence at the what?",front door,"The dog ran to the front window and barked, this is because of a presence at the front door. There was no presence at the building. My dog will not bark at a friend's house. There were no dogs in classroom. No one comes at the window.","the dog ran to the front window and barked, this is because of a presence at the front door.","Dogs run towards sound when they hear any noise outside. They don't go running behind every noises but only the ones which seem threatening or unusual. The word ""door"" seems appropriate since dogs react strongly to sounds made near doors","{""supports"": 4, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.8600000143051147,0.6499999761581421,0.93,0.85,-0.83,-0.48,-0.05407380704358751,0.7715167498104596,
"While some people prefer to lie, others do prefer to bluntly what?",state facts,"To lie, means to not say the truth. Truth is the opposite of lie. Some poeple prefer to say the truth by stating facts instead of lying. Amount to nothing is an irrelevant answer. People usually do not prefer to talk louder. Talking loudly is not a preference for most people. Talking to eachother does not mean they are not lying to eachother.",state facts is a way of proving a lie.,Some people believe lies hurt no body else but they themselves get harmed when telling falsehood while on the other hand others always tell truth even though sometimes it hurts their feelings and makes them look bad. Lying is never good because lying makes one,"{""supports"": 4, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.3700000047683716,0.6499999761581421,0.86,0.84,-1.2,-0.34,-0.2341464528954235,0.8017837257372732,
"The couple had been copulating seemingly non stop, eventually they finally had a what?",period of rest,"Period of rest is a pause for relaxation, which people should have instead of doing anything continuously. The couple were copulating non stop and they finally had a period of rest. Couples have intense pleasure while copulating, not just finally and they can converse while copulating, not just when they're not. Copulating may not always result in things in the other options.",a period of rest is a time of rest.,Copulate means sexually interact between two persons. It might happen repeatedly but there must be some break before again continuously doing so. After this repeated activity comes a point when both need a break or period of relaxation and then have another round.,"{""supports"": 1, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.550000011920929,0.6200000047683716,0.87,0.85,-1.08,-0.5,0.2545139051903111,0.36313651960128146,
What city is likely to have many Mexican restaurants?,san diego,San diego is a city in California and shares common border with mexicohence can have mexican restaurants. All the other options are not a city.,san diego is a city that is likely to have many Mexican restaurants.,San Diego has many mexican residents due to its proximity to Mexico so there are plenty of restaurants serving delicious dishes made up of spices unique to Mexican cuisine.,"{""supports"": 0, ""overall"": 4, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.8999999761581421,0.7799999713897705,0.9,0.87,-0.41,0.01,0.2631578947368421,0.2503130871608794,
Where do I put my coffee mug after it's dry?,shelf,"We usually let mug dry after washing before we put to its original place ""shelf"". Desktop is a working space and Kitchen is a cooking space while cabinet and cupboard is used to store things and cloths and not for mug.",coffee mugs are typically stored on a shelf.,Shelves are horizontal structures used to hold objects like books on top of each other. There might be drawers underneath the shelve but there won't be any holes on its surface so putting anything inside those holes will look weird.,"{""supports"": 0, ""overall"": 4, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.5699999928474426,0.270000010728836,0.87,0.84,-0.85,-0.86,0.3423811916311629,0.8040302522073697,
"There is a cave near the capital of Charleston, where is the cave at?",west virginia,Charleston is the capital of West Virginia and not of Kentucky. There are cabves in West Virginia and not in a desert. West Virginia is a state unlike rocky hills and in a sea.,the capital of Charleston is in west virginia.,Cave at West Virginia is correct answer because there is no mention about direction anywhere else so we need only one option to match word 'west' (WV) which is located on right side of river Ohio. If we go further east then we,"{""supports"": 0, ""overall"": 4, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7400000095367432,0.4600000083446502,0.85,0.82,-0.67,-0.89,0.1651445647689541,0.35176323534072423,
Where could you go on top of a superhighway?,industrialized country,"On top of superhighway, there is industrialised country. A country is a place which can be visited. There is no rural area or city on top of superhighway. Cyberspace is not related to superhighway. Computer network is not a place.",industrialized countries are places where people live.,Industrialization has made highways possible which allow us to travel faster but they have come along side pollution problems which make environment unhealthy for living and this problem is worse in developing countries compared to developed ones.,"{""supports"": 4, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.4799999892711639,0.2800000011920929,0.85,0.84,-0.9,-0.57,-0.05634361698190111,0.6190476190476191,
A reaching advantage can help a boxer achieve what?,victory,A boxer can achieve victory with help of a reaching advantage. Being ahead and fall cant be achieved. Reaching advantage cannot help in achieving a new option and speed.,boxing is a sport where the opponent is able to reach the opponent's body.,Reaching advantage is when one side of the opponent has less reach compared to their opposite team member then they have advantage of getting close to their opponents without being hit back by punches. This increases chance of winning the fight against someone whose,"{""supports"": 3, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}",0.6000000238418579,0.6499999761581421,0.85,0.85,-0.86,-0.3,0.10012523486435176,0.15877683720748895,
"If a person wants to put some excitement into his routine, he learn how to do what?",dance,"A person can learn how to do dance. Dance can put some excitement into a person's routine.A person cant play hockey to put some excitement in his routine. Someone dont do basketball. He cant put excitement if he go somewhere. If he express information, he cant put some excitement in his routine.",dance is a form of exercise that requires physical activity.,"Dance is good way to get excitied as it involves movements, music and rhythm. It relieves stress and boosts energy levels. Learning new ways to play sports and games are wrong answers because they involve learning only skills while dancing needs","{""supports"": 2, ""overall"": 1, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.6100000143051147,0.6600000262260437,0.82,0.85,-0.48,-0.34,0.29411764705882354,0.05292561240249632,
What area would you find a large number of wheat fields?,countryside,"Countryside is an area where you would find a large number of wheat fields. Wheat fields cant be found in a mill. Eat cake is not a correct option. Bread is not an area to find wheat fields. In a farmer's field, you cannot find a large number of wheat fields.",countryside is a place where wheat fields are common.,Countryside refers to rural areas away from cities whereas urban areas refer to places within city limits . Urban sprawl refers to expansion of cities beyond their current boundaries while metropolitan region refers to an area of concentration around a central business district (CB,"{""supports"": 0, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 0}",0.8700000047683716,0.5799999833106995,0.88,0.82,-0.68,-0.96,0.05564148840746572,0.09567297464698797,
What might an elderly person install a railing on to help them pull themselves up?,stairwell,"Railing is available at a stairwell to help old people to move easily. RAiling cannot be installed on a deck or a flight of stairs. Feet is not a place on which railing can be installed. On house itself, it is not possible to install a railing",stairs are used to help people climb.,"Stairs is used to climb down from floor to another floor so when we use word ""stair"" then it only refers to steps inside house and it has nothing to do with outside environment. Outside environment have different kind of railings namely","{""supports"": 1, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.3799999952316284,0.5699999928474426,0.86,0.85,-1.09,-0.58,-0.05564148840746572,0.7431605356175384,
Where would you store a stack of paper when not immediately needed?,cabinet,Papers which are not to be used immediately can be stored in a cabinet as it is used for storing things. All the other options are incorrect as they are not used for storing papers.,a cabinet is a storage space for paper.,"Cabinet stores documents permanantly until they need to be used. All the others items have limited storage space. Question: Which part of speech is this sentence? ""The cat jumped onto my lap."" (Hint: Look up the word","{""supports"": 1, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}",0.7300000190734863,0.3700000047683716,0.88,0.85,-0.72,-0.81,0.44513190725972573,0.0700140042014005,
What is the goal of driving to work?,get to work,The purpose of Driving to work is to get to work as Person goes to work place to work. speeding ticket is not purpose of driving to work. Person don't drive to work to use gas or to get anxiety.Person doesn't drive to work to go fast.,driving to work is a way to get to work.,Driving to work means you want to reach office ontime so that you can start working soon. You dont need any other goals while reaching office early. You could have reached late but then you would have been fired because of lateness. This,"{""supports"": 4, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.6899999976158142,0.5600000023841858,0.88,0.85,-1.0,-0.55,0.05292561240249632,0.7142857142857143,
"If there is a bird at my window, what is it likely sitting on?",windowsill,Windowsill is the piece of wood forming the bottom part of the window where birds may sit on. Birds won't want to sit on cages and windows don't have shelves. The other options aren't objects to sit on.,windowsills are used to sit on.,Windowsills are used by birds to rest while they look out the window. Birds use sill only when there is no tree outside their house because tree provide shelter to birds but still sometimes birds sit on windowsil even then. So this question is,"{""supports"": 3, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7200000286102295,0.7900000214576721,0.88,0.86,-1.23,-0.11,-0.04891159880445184,0.9045340337332909,
John watches the well dressed people from a catwalk above the stage.  He listens to them speak rehearsed lines while the audience listens.  Where is he/,theatre,Theatre has well dressed people while school play does not. Audience listens in a theatre and not in New York city. Lines are rehearsed in a theatre and not in a fashion show or a construction site.,theatre is a place where people are likely to be seated.,Theatre is used by actors and actresses when they perform on the stage before public. They deliver dialogues according to script and act accordingly. Catwalk is walkway behind scenes and below the stage for actor to get backstage quickly during performance. All,"{""supports"": 0, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.550000011920929,0.5099999904632568,0.85,0.84,-1.12,-0.47,0.06299407883487121,0.33333333333333337,
Where would the Air Force keep an airplane?,military base,"Air Force is a branch of the armed forces concerned with fighting or defence in the air. All armed forces equipment are stored in the military base. So, Air Force keeps their airplane in the military base. Military base has hanger and airplane hangar. Sky is not a place to store something and Air Force does not keep an airplane in the airport.",military base is the place where the air force would keep an airplane.,"Military Base refers to land owned by army which contains weapons used by armed forces such as tanks etc., An aircraft is vehicle which flies on air hence they need land space for parking their planes. They cannot park their plane anywhere else.","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.8399999737739563,0.6899999976158142,0.89,0.87,-1.13,-0.21,0.6416889479197478,0.6236095644623235,
What would happen to a person if he or she achieved something?,feel proud,People feel good about themselves when they achieve something. Feeling good about oneself means feeling proud. Trying to learn is not somethin people feel after achieving something. Need assistance is an irrelevant option. People do not always jump on the air after achieving something. People do not always thank god after achieving something.,"if he or she achieved something, he or she would feel proud.","If someone achieves anything then they should feel pride about their achievement. Other answers like fear, shame, disgust etc. are not associated with feeling happy when you achieve something.","{""supports"": 4, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.4300000071525574,0.5899999737739563,0.86,0.88,-0.82,-0.29,-0.10012523486435176,0.8743856497851876,
"The children saw superman fly overhead, what did they exclaim as a result?",awesome,"Awesome is used as an exclamation while skipping, enjoying and watching television are not. One yells awesome when they see superman and not yell ouch.",superman is a fictional character.,Awesome word has been used here in correct context. Superman flying above us is so cool thing that we always want our kids to see this kind of amazing stuff. Question: Which phrase refers to two entities or objects being equal,"{""supports"": 3, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}",0.2599999904632568,0.5799999833106995,0.85,0.83,-1.46,-0.54,-0.10585122480499264,-0.20025046972870353,
"John tried to gain money, but all of his attempts to improve himself only did what to his income?",reduce,"People generally try to improve their work performance expecting increase in their income, so John also tried to improve himself but his income only reduced. Income cannot lose weight and trying to improve ourselves will not do to income what the other options have given.","if he tried to gain money, he would only be able to reduce his income.",As john made no effort to make him self better then he could have gained much more money but because of lack of efforts his income reduced due to this. Question: I’m going to get out my ______ now; they,"{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}",0.6200000047683716,0.6200000047683716,0.88,0.86,-0.61,-0.74,0.560112033611204,0.560112033611204,
What is usually next to a door?,wall,"Wall is a continuous vertical brick or stone structure that encloses or divides an area of land. Wall is usually next to a door. Apartments has doors and are not usually next to a door. Office has a door, but you can’t say that office is usually next to a door. Building is not usually next to a door. Kitchen comes with an open room concept and you can’t find it usually next to door.",wall is usually next to a door,Wall stands on either side of a door and all the other options are not correct answers. Question: Which phrase best describes someone who has lost their temper completely because they were so mad about something? Correct Answer : Exploded,"{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}",0.7699999809265137,0.3199999928474426,0.86,0.81,-1.16,-1.16,0.0,0.060522753266880246,
What might cause someone to stop driving a car?,get sleepy,"Being sleepy may disturb your vision and you cannot drive safely and causes you to stop driving car.If person wants to go someplace it requires driving car.In car crash car gets stopped it self.boredom doesn't cause someone to stop car.If one wants to be moving, it require driving.",sleepy people drive cars.,"Fatigue, drowsiness, tiredness ,sleepiness are some synonyms for being sleepy. Sleepiness causes fatigued and driver falls asleep while drive causing accidents. All the others reasons are not correct reason","{""supports"": 3, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.6700000166893005,0.6800000071525574,0.85,0.84,-1.5,-0.5,-0.12038585308576921,0.8190283593479223,
"The crab was being shipped to be eaten, where was he heading?",grocery store,"Grocery store is a retail shop that primarily sells food, either fresh or preserved. The crab was being shipped to be eaten, he was heading to grocery store. Gulf of Mexico is a habitat for the crabs and the crabs are not being shipped to Gulf of Mexico. North Sea is the ocean and no human being lives here in North Sea, and the crabs are not being shipped to North Sea. Fisherman catches a crab and sells in a fish market which is near the coastal areas. Picnic basket is not for shipping of crabs.",crabs are commonly shipped to grocery stores.,Groceries is used for buying meat so it is correct answer for this question. Crab is seafood and we use grocery shop instead of market when talking about vegetables and fruits but not meats. Market is used,"{""supports"": 4, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 3, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7699999809265137,0.6499999761581421,0.85,0.84,-1.62,-1.02,-0.12038585308576921,0.7735267838285932,
Where does a furnace usually heat?,house,A furnace is a heating unit used to heat up an entire house and not just the basement. No one lives in the antarctic. Furnaces don't heat the cellar and is not used in hot buildings.,furnaces are used for heating houses.,Furnaces are used to produce warmth inside houses so they are placed indoors and they don't directly affect outside temperature but instead they indirectly change the indoor temperature . Furnances never burn oil outside and air conditioners doesnt,"{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7200000286102295,0.6100000143051147,0.88,0.86,-0.67,-0.17,0.4763305116224668,1.0,
Where would you get  a map that shows locations that can only be walked to?,amusement park,"Amusement parks are generally large in size and have many rides. For easy navigation, the maps have locations where one can walk and go. All the other options do not require maps and are not related to walking and going.","amusement parks are often referred to as ""walking"" or ""walking"" areas.",Map of an area tells us how far we have traveled so far and also shows places around us. Amusment parks are known to have path ways where one needs to walk to reach different rides but there might be no transport available,"{""supports"": 3, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.7099999785423279,0.6499999761581421,0.86,0.87,-0.62,-0.5,0.4653789209955172,0.8374357893586237,
When is an electric storm likely to occur?,summer,"An electric storm is likely to occur in summer. An electric storm might not occur in a weather report or hot. In america or tropics, electric storm dont occur.",summer is the best time to experience an electric storm.,Electricity travel through air when there is no obstruction between two charges on earth. High temperatures in summers lead to less humidity in atmosphere and dry weather leads to high possibility of electric storms. This makes summer season ideal for light,"{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.7200000286102295,0.7300000190734863,0.88,0.84,-0.57,-0.51,0.47368421052631565,0.3338489304447943,
What does a person miss when a tree hits power lines?,electricity,"When a tree hits power lines, those power lines tend to get cut. Power lines supply electricity to a specific region. When power lines get cut, one does not get electricity. Indoor plumbing does not get affected when a tree hits power lines. Feel special and forest are irrelevant options. A person usually does not miss getting headaches.",electricity is a natural resource,Tree falling on power line cuts off supply of electricity. Other choices are incorrect because they are not connected directly to loss of electrcity caused by tree hitting powerline. Question: Which answer choice correctly describes the main character's,"{""supports"": 2, ""overall"": 4, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}",0.3799999952316284,0.699999988079071,0.81,0.85,-1.22,-0.38,0.06299407883487121,-0.05006261743217588,
"The place was special to them, you couldn't find it on just any what?",map,"A map shows location of all places on the earth. People use a map when they are looking for a specific place. Some remote places might not be found on a map. People do not use a device to find a place. Area, almost anywhere and location are irrelevant options.",map is a way to find places,"Maps show location of places but maps don't show feelings about those locations so this answer choice is correct . No need to use ""any"" before maps because there are many types of maps available online and offline. Question: They were","{""supports"": 0, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7300000190734863,0.6200000047683716,0.85,0.85,-0.86,-0.36,-0.05006261743217588,0.36004114991154784,
What can you store silicone in?,tube,Silicone is stored in a tube. silicon cant be stored in artificial breast. silicon cant be stored in a bag. Silicon is not a hardware. contact lens is not a place where silicone can be kept,tube can you store silicone in,Silicon is used for producing liquid material which hardens when exposed to air. Hence tubes are made up of plastic or glass materials which help storing liquid silicon. This is because liquid silicon needs protection from air otherwise it becomes solid sil,"{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.6700000166893005,0.5899999737739563,0.85,0.84,-0.99,-0.29,0.0700140042014005,0.5821817364274594,
