Question,Correct Choice,Ground Truth Explanation,Generated Explanation (T5),Generated Explanation (LLaMA),Ground Truth Ratings,T5 Ratings,T5 Human Ratings,LLaMA Ratings,LLaMA Human Ratings,T5 Similarity,LLaMA Similarity,T5 BERTScore,LLaMA BERTScore,T5 BLEURT,LLaMA BLEURT,Kendall Tau (Ground Truth vs T5),Kendall Tau (Ground Truth vs LLaMA),Kendall Tau (Ground Truth vs T5 Human),Kendall Tau (Ground Truth vs LLaMA Human),Krippendorff's Alpha
"The star was lonely, what did it wish it was part of?",constellation,A constellation is a group of stars. Since the star was lonely so it wish that it was a part of constellation. Hollywood dont suits here. Night sky is not a correct option. The star might not wish to be a part of atmosphere. A lonely star is not a part of solar system.,star is a constellation,A constellation is a group of stars. Since the star was lonely so it wish that it was a part of constellation. Hollywood don't suit here. Night sky isn't a correct option. The star might not wish,"{'supports': 2, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 3, 'unnecessary_info': 4, 'contrastive': 0}",0.72,0.95,0.85,0.96,-1.57,0.23,0.0629940788348712,0.874385649785188,0.676123403782813,-0.17817416127495,
Who was the head of the branch yelling at?,subordinate,Subordinate means a lower rank or position and higher rank people generally yell at lower rank people. Head of the branch is a higher rank to subordinate. Head of the branch cannot yell at owner as owner owns the branch and all the other options are not people to be yelled at.,subordinates are the ones who are yelling at the head of the branch.,"Branch manager and regional director sounds similar, however they hold different positions within their organization (branch vs region). This question tests your understanding of hierarchical relationships between employees - where the employee at higher level will talk down to those below him/her regardless","{'supports': 2, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}",0.84,0.51,0.85,0.84,-1.18,-0.45,0,0.740958573634948,0.317553674414978,0.450563556889583,
Where does someone lay with their leg elevated when it's broken?,hospital bed,"Hospital bed is a bed having side rails that can be raised or lowered and a mattress base in three jointed sections so that the head, foot or middle may be raised by a crank or motor, allowing a patient to lie in various positions, as a therapeutic aid or for comfort. Someone lay with their leg elevated in a hospital bed when it's broken. Spinning wheel is not for patients to lie-down with their leg elevated. Ladder is used for climbing up or down and not for someone laying with their leg elevated. Legroom is space for a seated person to put his legs and not for someone to lay with their leg elevated. Grand piano is a musical instrument and not a bed to lay down for someone with broken leg.",hospital bed is a place where someone lay with their leg elevated when it's broken.,Hospital Bed means where someone lays with his/her legs elevated after getting injured. Couch is for sitting purpose whereas sofa is used for lying down purposes. The other options given like carpet etc are wrong answers since they are incorrect syn,"{'supports': 2, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 3, 'overall': 1, 'well_written': 2, 'related': 4, 'factual': 4, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 3, 'unnecessary_info': 3, 'contrastive': 0}",0.78,0.7,0.87,0.84,-0.96,-0.95,0.333848930444794,0.743160535617538,-0.0970142500145332,0.252860868712087,
"The gun was uncomfortable tucked in her pants, where did she put it?",holster,A holster is a holder for carrying a handgun or other firearm and a gun comes under a handgun or firearm. All the other options are not appropriate places for a gun.,holsters are used to keep guns in their pockets.,"Holsters hold guns safely for use at any time. They keep weapons safe from damage while allowing easy access whenever needed. Handguns should never be left lying around with their triggers exposed, such as inside of pockets; this increases your risk of","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 1, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 1, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 3, 'unnecessary_info': 4, 'contrastive': 0}",0.75,0.73,0.86,0.85,-0.25,-0.06,0.254513905190311,0.726273039202563,0.310086836473021,-0.566138517072298,
"His shot was bad and he found himself stabbing to death the buck, it was what everywhere?",bleeding,"Due to his bad shot, it was bleeding everywhere. He found himself stabbing to death the buck and it results into bleeding everywhere because his shot was bad. There cant be killing everywhere. Coughing is not a correct option. Mess dont suits here. Just because of a bad shot, a person might not get imprisonment.",bleeding is a common reaction to a shot.,"If something is all around then it must be present everywhere like blood flows through our body from head to toe, if someone gets hurt they will start to bleed everywhere. That is why bleeding is an appropriate choice for this question. Badly done","{'supports': 0, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 2, 'new_info': 1, 'unnecessary_info': 2, 'contrastive': 0}",0.68,0.33,0.85,0.85,-1.2,-0.66,0.105263157894737,0.250313087160879,0.250313087160879,0.105263157894737,
Where will you find an automobile that has broken down?,side of road,Automobile has broken down means it has stopped while driving and side of road is a place where automobile stops while driving. So one can find an automobile that has broken down on the side of a road. Freeway also has a side of road and the other options are not places where one would find automobiles that are broken down.,automobiles are often found on the side of road.,"If your car breaks down while driving then you must pull off onto the shoulder (side) of the road if possible. If you breakdown at home, you will call for help instead of pulling up alongside another vehicle.","{'supports': 3, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 3, 'related': 3, 'factual': 3, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 0}",0.62,0.52,0.87,0.86,-1.09,-0.37,0,0.80403025220737,0.330289129537908,-0.0889108448948774,
What do people in love do after they get married?,reproduce,"When two people in love get married, physical attraction leads them to reproduce. All other options are not valid as not all marriages last forever wheras hurt is not realted to just marraige. Other two options are grammatically incomplete.",reproduction is the only way to reproduce.,Love means reproduction between two different species like humans and animals. So if we say “people” then they will produce children and hence we should choose this word. After marriage couples don’t play with each other. They don’t meet,"{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 0, 'unnecessary_info': 4, 'contrastive': 0}",0.36,0.53,0.84,0.84,-1.41,-0.66,0,0.666666666666667,0.182574185835055,-0.514495755427527,
"The sloppy dad saw the random stuff in the kitchen, and didn't know where to put it, where did he decide to place it?",cabinet,The random stuff is placed in cabinet in the kitchen. The sloppy dad didn't know where to put the random stuff in the kitchen so he decided to place it at the cabinet. Anything is not a place where random stuff can be put. Cupboard might not be found in the kitchen. The sloppy dad didn't place random stuff at michigan. The random stuff cant be placed on the table.,"the sloppy dad saw the random stuff in the kitchen, and didn't know where to put it, where did he decide to place it cabinet",Cabinet means drawer in UK English. In this question “stuff” refers to random things such as pots etc… So we conclude that he decided to keep all these items inside his drawer(cabinets). Hence the correct,"{'supports': 4, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 3, 'unnecessary_info': 3, 'contrastive': 0}",0.79,0.58,0.89,0.84,-0.44,-0.79,0.240192230707631,0.665750285935683,0.254513905190311,-0.134534558799263,
He leaned the beam over the flooded gap to create a makeshift what?,bridge,Bridge is a structure making a path between two ends with a gap and leaning a beam over the flooded gap will create a path that is a makeshift bridge. New construction comes under a bridge and leaning a beam will not create what’s given in the other options.,a bridge is a structure that is made of a beam.,"Leaning a beam creates a make shift bridge for crossing water bodies like river etc. However this question seems to be confusing between ""a"" and ""the"". If we consider the question with ""the"", then it becomes clear. Also bridge needs","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 2, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}",0.81,0.67,0.87,0.85,-1.36,-0.77,0.0540738070435875,0.628828145522533,0.25717224993682,0.342997170285018,
John is getting something important.  What does this make him feel?,being happy,"People become happy and content on receiving something valuable. Receiving something important doesn't make people stoic, and doesn't necessarily cause headaches or make people want more.",getting something important is a feeling of being happy.,Being happy means feeling glad. The word “happy” refers to feeling joyful or pleased about someone/something . So john will get happier if he gets some good news from his workplace. He may also become sadder if he,"{'supports': 3, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 1, 'new_info': 3, 'unnecessary_info': 3, 'contrastive': 0}",0.66,0.34,0.86,0.86,-0.36,-0.22,-0.0700140042014005,0.97182531580755,0.563601861976635,-0.354005216196922,
What in a car could have an led?,dashboard,"Dashboard is the panel facing the driver of a vehicle or the pilot of an aircraft. Dashboard in a car could have an LED. Electronics is a branch of study and not an equipment to be placed on a dashboard. Electronic equipment is the type of electronic device and not the component. Display is the display technology. LCD, LED, ELD, PDP and QLED are the different types of display technology. PC board is a printed circuit board and it is not found on car dashboards.",dashboards are used to show the interior of cars.,LED stands for Light Emitting Diode. This light emitting diodes can also be used in cars (dashboards). Incorrect options such as headlights don’t make sense since they aren’t made up of lamps,"{'supports': 0, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}",0.56,0.63,0.48,0.85,0.83,-1.14,0.606976978666884,0.0592348877759092,0.105263157894737,0.450563556889583,
"The excavation workers had to take extra care to stay hydrated, what landscape might they be working?",desert,The excavation workers need to stay hydrated in desert. They might be working in desert landscape and had to take extra care. Excavation worker might not be working in city. Montana or store is not landscape. The excavation worker dont take extra care while working in egypt.,desert landscape might they be working,Excavators work mostly at drylands where water scarcity leads them to use more amount of water for their own safety while performing activities like digging holes etc. So if we talk about a place with lesser rainfall then surely it,"{'supports': 4, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 0}",0.54,0.46,0.83,0.85,-1.72,-0.42,-0.136082763487954,0.888888888888889,0.272165526975909,0.108147614087175,
"The person was shocked when the FBI talked to her about some facebook posts, what did the person want?",freedom of expression,A person has the right to express their thoughts abd beliefs on a social platform in a democratic country. The FBI has no right threaten him or capture him due to some facebook posts. A person usually does not expect money or compliments from the FBI. FBI is not a restaurant where one can get food and water. One cannot get freedom of information from the FBI.,facebook is a social network,"Freedom of speech is right to speak without fear of government retaliating for saying something unpopular or true. Facebook posts fall under free speech rights since they express opinions through words spoken, written, sung etc., Hence, the person wanted","{'supports': 4, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 0, 'overall': 0, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 2, 'new_info': 3, 'unnecessary_info': 3, 'contrastive': 1}",0.27,0.41,0.83,0.84,-1.57,-0.46,0,0.495073771488337,-0.077151674981046,-0.198029508595335,
"There are different kinds of Meningitis, but it is an illness that affects the what?",brain,"Meningitis is an illness that affects the brain as there is a swelling in meninges a part or portion of brain. While nursing home, Hospital and Doctor’s office being nonrelative terms and nail not a meninges.",Meningitis is a disease that affects the brain.,Meningitis refers to inflammations of membranous lining around spinal cord (meningeal) and/or fluid inside meninges known as CSF. As per definition all forms of Meningitis affect the Brain.,"{'supports': 0, 'overall': 4, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 4, 'overall': 3, 'well_written': 4, 'related': 4, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 3, 'overall': 3, 'well_written': 3, 'related': 3, 'factual': 3, 'new_info': 3, 'unnecessary_info': 1, 'contrastive': 0}",0.83,0.74,0.9,0.85,-0.51,-0.39,0.263157894736842,0.250313087160879,-0.146734796413356,0.127256952595156,
"The padding was covered with mold, he never would've seen it if he didn't pull up the what?",carpet,A carpet can be pulled up and one can see mold below it. All the other options are incorrect as they cannot be pulled up.,carpet is a type of flooring,Padding underneath the floor covering may get dirty due to foot traffic and thus needs regular cleanings. Carpets are generally made from woven fibers such as cotton (either alone or blended) or synthetic materials like,"{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 0, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 2, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 2, 'unnecessary_info': 2, 'contrastive': 0}",0.51,0.36,0.84,0.84,-0.78,-0.26,0.336336396998156,0.726273039202563,0.381770857785467,0,
Where do people go if they are looking for a taxi?,street corner,Taxis are usually parked at the street corner when it has no rides. People can usually find a taxi at the street corner if they are looking for one. People usually cannot find a taxi at an apartment. Space shuttle is an irrelevant option. Public place is a very vague answer. Taxi is generally not parked in a garden.,street corner people go if they are looking for a taxi,A street corner is where someone goes if they want to hail down a cab. You don’t look up at traffic lights when you’re trying to get somewhere fast. There isn’t much point stopping at them either. Weather isn,"{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 3, 'unnecessary_info': 2, 'contrastive': 0}",0.67,0.5,0.87,0.85,-1.29,-0.8,0.0653720450460614,1,0.408248290463863,0.277777777777778,
"All the movies always portray gasoline as the commodity, but he was convinced a garden would be the most valuable in a what?",wasteland,"A wasteland is an unused area of land that has become barren or overgrown. Hence he was convinced that a garden would be the most valuable in a wasteland, though all movies always portray gasoline as the commodity. A garden won't be the most valuable in a hop garden. A garden cannot be started in any of the places in the other options.","a garden is a commodity, but a garden is a wasteland.",In times of war people resort to eating grass for survival rather than eating meat. Hence a garden will be more useful at such time if everything else fails except fuel/gasoline. This question states that we already know that gasoline is,"{'supports': 4, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 2, 'factual': 3, 'new_info': 2, 'unnecessary_info': 3, 'contrastive': 0}",0.76,0.58,0.87,0.85,-1.21,-0.62,-0.136082763487954,0.888888888888889,0.378516649305113,-0.491473187182991,
"Since we aren't immortal, people should what?",expect to die,"Immortals are people who can never die. Mortals are people who can die. Humans are not immortals, hence they can die at some point. Paying bills is not related to not being an immortal. People usually do not buy pets because they are not immortals. People usually do not stay in only because they are not immortals. Eat corn is an irrelevant option.",expect to die is the only way to live.,Expect something means assume about future events without evidence. So since humans don't know they will live forever so expecting death makes sense.,"{'supports': 0, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 3, 'related': 3, 'factual': 3, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 1}",0.25,0.18,0.83,0.82,-1.46,-1.18,0.134534558799263,0.588235294117647,0.166924465222397,0.264628062012482,
"Sean wanted to go to the Met, so he took a subway stop in what city?",new york city,"In a new york city, there is the Met. As Sean wanted to go to the Met, so he took a subway stop in new york city. There is no Met in large city or toronto or metropolis.",subways are in New York City.,"New York City is located at Manhattan Island in NY State USA (NY). Hence, it is the correct choice for this question. Other cities mentioned above are not related with arts & culture.","{'supports': 0, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 0, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 2, 'new_info': 2, 'unnecessary_info': 3, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 1, 'new_info': 3, 'unnecessary_info': 3, 'contrastive': 0}",0.56,0.39,0.85,0.84,-1.27,-0.86,0.132453235706504,0.378516649305113,-0.047836487323494,-0.095672974646988,
"The woman was yelling obscenities in public, and while it was entertaining for people passing by, what did her husband feel?",embarrassment,wife's yelling at husband in public entertains other people passing by and you feel embarrassment when people have fun of you. yelling cannot give happiness to husband if his wife is yelling. you dont feel fatigue due to yelling of other. fulfillment is not feeling you can have when someone is yelling. you cannot enjoy when your spouce is yelling,embarrassment is a feeling of embarrassment.,"Obscene language means something offensive. While we know this, using such words in front of others may make them feel uncomfortable. This makes us use the word 'embarrass'.","{'supports': 1, 'overall': 1, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 0, 'overall': 0, 'well_written': 1, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 3, 'related': 3, 'factual': 3, 'new_info': 3, 'unnecessary_info': 1, 'contrastive': 0}",0.19,0.13,0.85,0.82,-1.18,-0.92,0.198679853559757,-0.264906471413009,-0.654653670707977,-0.50395263067897,
What bounds a book?,cover,"Books are bound by a hard material made of paper called cover. Few pages are not hard material nad knowledge, many words and staples are not made of paper.",cover is the only thing that can be used to cover a book.,The bound books are those where all pages of text are stitched together at their sides using either string or glue or both. Bound books often refers to hardcover edition while loose leaf refers to softcover editions. Cover refers to outer,"{'supports': 3, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 0}",0.6,0.61,0.85,0.83,-0.52,-0.19,0.211702449609985,0.571428571428572,0.476190476190476,0.181568259800641,
